Freq.	-V(n002)/I(R3)
3.06196343369044e+004	(1.12592878262493e+002dB,-8.87528373570674e+001°)
3.06902198839092e+004	(1.12569386743650e+002dB,-8.87517487348495e+001°)
3.07609681474047e+004	(1.12545882979294e+002dB,-8.87505682218501e+001°)
3.08318795024912e+004	(1.12522366949269e+002dB,-8.87492953233004e+001°)
3.09029543251336e+004	(1.12498838633583e+002dB,-8.87479295415963e+001°)
3.09741929921634e+004	(1.12475298012411e+002dB,-8.87464703762887e+001°)
3.10455958812812e+004	(1.12451745066102e+002dB,-8.87449173240751e+001°)
3.11171633710578e+004	(1.12428179775175e+002dB,-8.87432698787895e+001°)
3.11888958409370e+004	(1.12404602120327e+002dB,-8.87415275313946e+001°)
3.12607936712372e+004	(1.12381012082432e+002dB,-8.87396897699718e+001°)
3.13328572431535e+004	(1.12357409642547e+002dB,-8.87377560797129e+001°)
3.14050869387598e+004	(1.12333794781914e+002dB,-8.87357259429111e+001°)
3.14774831410107e+004	(1.12310167481960e+002dB,-8.87335988389514e+001°)
3.15500462337438e+004	(1.12286527724305e+002dB,-8.87313742443027e+001°)
3.16227766016814e+004	(1.12262875490758e+002dB,-8.87290516325086e+001°)
3.16956746304325e+004	(1.12239210763328e+002dB,-8.87266304741784e+001°)
3.17687407064953e+004	(1.12215533524219e+002dB,-8.87241102369787e+001°)
3.18419752172588e+004	(1.12191843755839e+002dB,-8.87214903856247e+001°)
3.19153785510052e+004	(1.12168141440801e+002dB,-8.87187703818712e+001°)
3.19889510969115e+004	(1.12144426561923e+002dB,-8.87159496845042e+001°)
3.20626932450522e+004	(1.12120699102236e+002dB,-8.87130277493329e+001°)
3.21366053864007e+004	(1.12096959044984e+002dB,-8.87100040291799e+001°)
3.22106879128319e+004	(1.12073206373626e+002dB,-8.87068779738738e+001°)
3.22849412171239e+004	(1.12049441071845e+002dB,-8.87036490302407e+001°)
3.23593656929603e+004	(1.12025663123542e+002dB,-8.87003166420950e+001°)
3.24339617349324e+004	(1.12001872512847e+002dB,-8.86968802502322e+001°)
3.25087297385409e+004	(1.11978069224118e+002dB,-8.86933392924199e+001°)
3.25836701001984e+004	(1.11954253241948e+002dB,-8.86896932033896e+001°)
3.26587832172310e+004	(1.11930424551161e+002dB,-8.86859414148288e+001°)
3.27340694878813e+004	(1.11906583136824e+002dB,-8.86820833553731e+001°)
3.28095293113094e+004	(1.11882728984244e+002dB,-8.86781184505973e+001°)
3.28851630875957e+004	(1.11858862078974e+002dB,-8.86740461230084e+001°)
3.29609712177432e+004	(1.11834982406817e+002dB,-8.86698657920371e+001°)
3.30369541036789e+004	(1.11811089953826e+002dB,-8.86655768740299e+001°)
3.31131121482565e+004	(1.11787184706310e+002dB,-8.86611787822418e+001°)
3.31894457552585e+004	(1.11763266650838e+002dB,-8.86566709268278e+001°)
3.32659553293979e+004	(1.11739335774241e+002dB,-8.86520527148361e+001°)
3.33426412763209e+004	(1.11715392063615e+002dB,-8.86473235501997e+001°)
3.34195040026088e+004	(1.11691435506325e+002dB,-8.86424828337294e+001°)
3.34965439157801e+004	(1.11667466090012e+002dB,-8.86375299631061e+001°)
3.35737614242928e+004	(1.11643483802588e+002dB,-8.86324643328733e+001°)
3.36511569375464e+004	(1.11619488632250e+002dB,-8.86272853344302e+001°)
3.37287308658842e+004	(1.11595480567476e+002dB,-8.86219923560241e+001°)
3.38064836205955e+004	(1.11571459597030e+002dB,-8.86165847827431e+001°)
3.38844156139176e+004	(1.11547425709970e+002dB,-8.86110619965094e+001°)
3.39625272590382e+004	(1.11523378895646e+002dB,-8.86054233760723e+001°)
3.40408189700974e+004	(1.11499319143707e+002dB,-8.85996682970008e+001°)
3.41192911621902e+004	(1.11475246444104e+002dB,-8.85937961316774e+001°)
3.41979442513682e+004	(1.11451160787094e+002dB,-8.85878062492905e+001°)
3.42767786546423e+004	(1.11427062163242e+002dB,-8.85816980158289e+001°)
3.43557947899848e+004	(1.11402950563429e+002dB,-8.85754707940739e+001°)
3.44349930763311e+004	(1.11378825978850e+002dB,-8.85691239435939e+001°)
3.45143739335829e+004	(1.11354688401023e+002dB,-8.85626568207375e+001°)
3.45939377826095e+004	(1.11330537821792e+002dB,-8.85560687786272e+001°)
3.46736850452504e+004	(1.11306374233328e+002dB,-8.85493591671533e+001°)
3.47536161443178e+004	(1.11282197628135e+002dB,-8.85425273329678e+001°)
3.48337315035984e+004	(1.11258007999055e+002dB,-8.85355726194782e+001°)
3.49140315478558e+004	(1.11233805339271e+002dB,-8.85284943668421e+001°)
3.49945167028330e+004	(1.11209589642310e+002dB,-8.85212919119608e+001°)
3.50751873952540e+004	(1.11185360902049e+002dB,-8.85139645884739e+001°)
3.51560440528270e+004	(1.11161119112717e+002dB,-8.85065117267536e+001°)
3.52370871042459e+004	(1.11136864268903e+002dB,-8.84989326538995e+001°)
3.53183169791929e+004	(1.11112596365556e+002dB,-8.84912266937331e+001°)
3.53997341083407e+004	(1.11088315397990e+002dB,-8.84833931667922e+001°)
3.54813389233547e+004	(1.11064021361890e+002dB,-8.84754313903262e+001°)
3.55631318568957e+004	(1.11039714253316e+002dB,-8.84673406782910e+001°)
3.56451133426216e+004	(1.11015394068706e+002dB,-8.84591203413440e+001°)
3.57272838151900e+004	(1.10991060804882e+002dB,-8.84507696868396e+001°)
3.58096437102607e+004	(1.10966714459052e+002dB,-8.84422880188240e+001°)
3.58921934644977e+004	(1.10942355028816e+002dB,-8.84336746380312e+001°)
3.59749335155714e+004	(1.10917982512173e+002dB,-8.84249288418786e+001°)
3.60578643021614e+004	(1.10893596907518e+002dB,-8.84160499244623e+001°)
3.61409862639584e+004	(1.10869198213656e+002dB,-8.84070371765535e+001°)
3.62242998416670e+004	(1.10844786429800e+002dB,-8.83978898855942e+001°)
3.63078054770072e+004	(1.10820361555576e+002dB,-8.83886073356934e+001°)
3.63915036127178e+004	(1.10795923591030e+002dB,-8.83791888076233e+001°)
3.64753946925579e+004	(1.10771472536634e+002dB,-8.83696335788162e+001°)
3.65594791613096e+004	(1.10747008393286e+002dB,-8.83599409233607e+001°)
3.66437574647804e+004	(1.10722531162316e+002dB,-8.83501101119981e+001°)
3.67282300498055e+004	(1.10698040845494e+002dB,-8.83401404121203e+001°)
3.68128973642502e+004	(1.10673537445032e+002dB,-8.83300310877656e+001°)
3.68977598570121e+004	(1.10649020963590e+002dB,-8.83197813996171e+001°)
3.69828179780236e+004	(1.10624491404278e+002dB,-8.83093906049990e+001°)
3.70680721782546e+004	(1.10599948770666e+002dB,-8.82988579578748e+001°)
3.71535229097143e+004	(1.10575393066784e+002dB,-8.82881827088446e+001°)
3.72391706254538e+004	(1.10550824297129e+002dB,-8.82773641051434e+001°)
3.73250157795690e+004	(1.10526242466672e+002dB,-8.82664013906390e+001°)
3.74110588272023e+004	(1.10501647580858e+002dB,-8.82552938058292e+001°)
3.74973002245453e+004	(1.10477039645617e+002dB,-8.82440405878419e+001°)
3.75837404288414e+004	(1.10452418667363e+002dB,-8.82326409704320e+001°)
3.76703798983878e+004	(1.10427784653005e+002dB,-8.82210941839816e+001°)
3.77572190925385e+004	(1.10403137609948e+002dB,-8.82093994554976e+001°)
3.78442584717063e+004	(1.10378477546100e+002dB,-8.81975560086116e+001°)
3.79314984973651e+004	(1.10353804469876e+002dB,-8.81855630635790e+001°)
3.80189396320530e+004	(1.10329118390205e+002dB,-8.81734198372781e+001°)
3.81065823393742e+004	(1.10304419316533e+002dB,-8.81611255432105e+001°)
3.81944270840015e+004	(1.10279707258831e+002dB,-8.81486793915004e+001°)
3.82824743316791e+004	(1.10254982227599e+002dB,-8.81360805888950e+001°)
3.83707245492247e+004	(1.10230244233870e+002dB,-8.81233283387643e+001°)
3.84591782045322e+004	(1.10205493289218e+002dB,-8.81104218411023e+001°)
3.85478357665740e+004	(1.10180729405763e+002dB,-8.80973602925270e+001°)
3.86366977054038e+004	(1.10155952596173e+002dB,-8.80841428862818e+001°)
3.87257644921586e+004	(1.10131162873676e+002dB,-8.80707688122366e+001°)
3.88150365990617e+004	(1.10106360252059e+002dB,-8.80572372568886e+001°)
3.89045144994249e+004	(1.10081544745678e+002dB,-8.80435474033647e+001°)
3.89941986676512e+004	(1.10056716369462e+002dB,-8.80296984314228e+001°)
3.90840895792370e+004	(1.10031875138918e+002dB,-8.80156895174538e+001°)
3.91741877107751e+004	(1.10007021070138e+002dB,-8.80015198344840e+001°)
3.92644935399568e+004	(1.09982154179805e+002dB,-8.79871885521779e+001°)
3.93550075455745e+004	(1.09957274485199e+002dB,-8.79726948368403e+001°)
3.94457302075246e+004	(1.09932382004198e+002dB,-8.79580378514200e+001°)
3.95366620068096e+004	(1.09907476755292e+002dB,-8.79432167555124e+001°)
3.96278034255407e+004	(1.09882558757583e+002dB,-8.79282307053636e+001°)
3.97191549469408e+004	(1.09857628030793e+002dB,-8.79130788538737e+001°)
3.98107170553465e+004	(1.09832684595269e+002dB,-8.78977603506009e+001°)
3.99024902362109e+004	(1.09807728471989e+002dB,-8.78822743417660e+001°)
3.99944749761065e+004	(1.09782759682572e+002dB,-8.78666199702567e+001°)
4.00866717627270e+004	(1.09757778249276e+002dB,-8.78507963756327e+001°)
4.01790810848907e+004	(1.09732784195014e+002dB,-8.78348026941304e+001°)
4.02717034325426e+004	(1.09707777543349e+002dB,-8.78186380586686e+001°)
4.03645392967572e+004	(1.09682758318512e+002dB,-8.78023015988540e+001°)
4.04575891697409e+004	(1.09657726545400e+002dB,-8.77857924409871e+001°)
4.05508535448350e+004	(1.09632682249583e+002dB,-8.77691097080687e+001°)
4.06443329165179e+004	(1.09607625457315e+002dB,-8.77522525198059e+001°)
4.07380277804079e+004	(1.09582556195535e+002dB,-8.77352199926196e+001°)
4.08319386332658e+004	(1.09557474491878e+002dB,-8.77180112396513e+001°)
4.09260659729977e+004	(1.09532380374677e+002dB,-8.77006253707702e+001°)
4.10204102986573e+004	(1.09507273872972e+002dB,-8.76830614925815e+001°)
4.11149721104488e+004	(1.09482155016518e+002dB,-8.76653187084342e+001°)
4.12097519097296e+004	(1.09457023835786e+002dB,-8.76473961184297e+001°)
4.13047501990127e+004	(1.09431880361977e+002dB,-8.76292928194300e+001°)
4.13999674819696e+004	(1.09406724627023e+002dB,-8.76110079050673e+001°)
4.14954042634329e+004	(1.09381556663593e+002dB,-8.75925404657531e+001°)
4.15910610493988e+004	(1.09356376505106e+002dB,-8.75738895886880e+001°)
4.16869383470301e+004	(1.09331184185732e+002dB,-8.75550543578717e+001°)
4.17830366646587e+004	(1.09305979740399e+002dB,-8.75360338541134e+001°)
4.18793565117884e+004	(1.09280763204805e+002dB,-8.75168271550425e+001°)
4.19758983990973e+004	(1.09255534615416e+002dB,-8.74974333351201e+001°)
4.20726628384409e+004	(1.09230294009482e+002dB,-8.74778514656496e+001°)
4.21696503428547e+004	(1.09205041425038e+002dB,-8.74580806147896e+001°)
4.22668614265568e+004	(1.09179776900913e+002dB,-8.74381198475653e+001°)
4.23642966049506e+004	(1.09154500476736e+002dB,-8.74179682258816e+001°)
4.24619563946277e+004	(1.09129212192944e+002dB,-8.73976248085355e+001°)
4.25598413133708e+004	(1.09103912090790e+002dB,-8.73770886512302e+001°)
4.26579518801557e+004	(1.09078600212347e+002dB,-8.73563588065883e+001°)
4.27562886151550e+004	(1.09053276600516e+002dB,-8.73354343241658e+001°)
4.28548520397404e+004	(1.09027941299036e+002dB,-8.73143142504673e+001°)
4.29536426764851e+004	(1.09002594352489e+002dB,-8.72929976289603e+001°)
4.30526610491675e+004	(1.08977235806305e+002dB,-8.72714835000908e+001°)
4.31519076827729e+004	(1.08951865706773e+002dB,-8.72497709012991e+001°)
4.32513831034972e+004	(1.08926484101048e+002dB,-8.72278588670360e+001°)
4.33510878387493e+004	(1.08901091037155e+002dB,-8.72057464287794e+001°)
4.34510224171535e+004	(1.08875686563998e+002dB,-8.71834326150512e+001°)
4.35511873685532e+004	(1.08850270731370e+002dB,-8.71609164514349e+001°)
4.36515832240129e+004	(1.08824843589958e+002dB,-8.71381969605934e+001°)
4.37522105158215e+004	(1.08799405191347e+002dB,-8.71152731622880e+001°)
4.38530697774949e+004	(1.08773955588036e+002dB,-8.70921440733962e+001°)
4.39541615437787e+004	(1.08748494833437e+002dB,-8.70688087079316e+001°)
4.40554863506516e+004	(1.08723022981887e+002dB,-8.70452660770637e+001°)
4.41570447353275e+004	(1.08697540088657e+002dB,-8.70215151891379e+001°)
4.42588372362589e+004	(1.08672046209952e+002dB,-8.69975550496964e+001°)
4.43608643931395e+004	(1.08646541402930e+002dB,-8.69733846614991e+001°)
4.44631267469071e+004	(1.08621025725699e+002dB,-8.69490030245455e+001°)
4.45656248397466e+004	(1.08595499237331e+002dB,-8.69244091360967e+001°)
4.46683592150925e+004	(1.08569961997868e+002dB,-8.68996019906983e+001°)
4.47713304176325e+004	(1.08544414068329e+002dB,-8.68745805802034e+001°)
4.48745389933094e+004	(1.08518855510719e+002dB,-8.68493438937961e+001°)
4.49779854893250e+004	(1.08493286388037e+002dB,-8.68238909180160e+001°)
4.50816704541422e+004	(1.08467706764282e+002dB,-8.67982206367827e+001°)
4.51855944374884e+004	(1.08442116704462e+002dB,-8.67723320314213e+001°)
4.52897579903582e+004	(1.08416516274602e+002dB,-8.67462240806879e+001°)
4.53941616650165e+004	(1.08390905541753e+002dB,-8.67198957607960e+001°)
4.54988060150010e+004	(1.08365284573996e+002dB,-8.66933460454435e+001°)
4.56036915951257e+004	(1.08339653440457e+002dB,-8.66665739058398e+001°)
4.57088189614836e+004	(1.08314012211308e+002dB,-8.66395783107343e+001°)
4.58141886714494e+004	(1.08288360957776e+002dB,-8.66123582264444e+001°)
4.59198012836829e+004	(1.08262699752158e+002dB,-8.65849126168850e+001°)
4.60256573581317e+004	(1.08237028667819e+002dB,-8.65572404435981e+001°)
4.61317574560340e+004	(1.08211347779207e+002dB,-8.65293406657827e+001°)
4.62381021399221e+004	(1.08185657161861e+002dB,-8.65012122403266e+001°)
4.63446919736248e+004	(1.08159956892415e+002dB,-8.64728541218367e+001°)
4.64515275222710e+004	(1.08134247048609e+002dB,-8.64442652626721e+001°)
4.65586093522919e+004	(1.08108527709297e+002dB,-8.64154446129763e+001°)
4.66659380314249e+004	(1.08082798954455e+002dB,-8.63863911207104e+001°)
4.67735141287158e+004	(1.08057060865190e+002dB,-8.63571037316872e+001°)
4.68813382145225e+004	(1.08031313523746e+002dB,-8.63275813896061e+001°)
4.69894108605175e+004	(1.08005557013515e+002dB,-8.62978230360875e+001°)
4.70977326396912e+004	(1.07979791419045e+002dB,-8.62678276107095e+001°)
4.72063041263550e+004	(1.07954016826044e+002dB,-8.62375940510438e+001°)
4.73151258961440e+004	(1.07928233321396e+002dB,-8.62071212926933e+001°)
4.74241985260204e+004	(1.07902440993163e+002dB,-8.61764082693295e+001°)
4.75335225942764e+004	(1.07876639930596e+002dB,-8.61454539127312e+001°)
4.76430986805375e+004	(1.07850830224143e+002dB,-8.61142571528238e+001°)
4.77529273657650e+004	(1.07825011965457e+002dB,-8.60828169177190e+001°)
4.78630092322597e+004	(1.07799185247405e+002dB,-8.60511321337553e+001°)
4.79733448636648e+004	(1.07773350164077e+002dB,-8.60192017255394e+001°)
4.80839348449687e+004	(1.07747506810794e+002dB,-8.59870246159881e+001°)
4.81947797625086e+004	(1.07721655284115e+002dB,-8.59545997263710e+001°)
4.83058802039731e+004	(1.07695795681848e+002dB,-8.59219259763537e+001°)
4.84172367584057e+004	(1.07669928103056e+002dB,-8.58890022840424e+001°)
4.85288500162079e+004	(1.07644052648068e+002dB,-8.58558275660283e+001°)
4.86407205691419e+004	(1.07618169418486e+002dB,-8.58224007374331e+001°)
4.87528490103344e+004	(1.07592278517193e+002dB,-8.57887207119559e+001°)
4.88652359342791e+004	(1.07566380048362e+002dB,-8.57547864019201e+001°)
4.89778819368404e+004	(1.07540474117468e+002dB,-8.57205967183209e+001°)
4.90907876152560e+004	(1.07514560831291e+002dB,-8.56861505708743e+001°)
4.92039535681408e+004	(1.07488640297926e+002dB,-8.56514468680666e+001°)
4.93173803954893e+004	(1.07462712626795e+002dB,-8.56164845172042e+001°)
4.94310686986792e+004	(1.07436777928652e+002dB,-8.55812624244651e+001°)
4.95450190804747e+004	(1.07410836315593e+002dB,-8.55457794949502e+001°)
4.96592321450293e+004	(1.07384887901064e+002dB,-8.55100346327363e+001°)
4.97737084978893e+004	(1.07358932799870e+002dB,-8.54740267409292e+001°)
4.98884487459969e+004	(1.07332971128184e+002dB,-8.54377547217184e+001°)
5.00034534976935e+004	(1.07307003003553e+002dB,-8.54012174764315e+001°)
5.01187233627229e+004	(1.07281028544911e+002dB,-8.53644139055907e+001°)
5.02342589522343e+004	(1.07255047872583e+002dB,-8.53273429089694e+001°)
5.03500608787861e+004	(1.07229061108298e+002dB,-8.52900033856495e+001°)
5.04661297563484e+004	(1.07203068375193e+002dB,-8.52523942340799e+001°)
5.05824662003070e+004	(1.07177069797824e+002dB,-8.52145143521367e+001°)
5.06990708274660e+004	(1.07151065502176e+002dB,-8.51763626371819e+001°)
5.08159442560516e+004	(1.07125055615668e+002dB,-8.51379379861255e+001°)
5.09330871057151e+004	(1.07099040267163e+002dB,-8.50992392954876e+001°)
5.10504999975362e+004	(1.07073019586978e+002dB,-8.50602654614601e+001°)
5.11681835540263e+004	(1.07046993706890e+002dB,-8.50210153799719e+001°)
5.12861383991320e+004	(1.07020962760147e+002dB,-8.49814879467525e+001°)
5.14043651582381e+004	(1.06994926881473e+002dB,-8.49416820573979e+001°)
5.15228644581711e+004	(1.06968886207081e+002dB,-8.49015966074371e+001°)
5.16416369272026e+004	(1.06942840874677e+002dB,-8.48612304923999e+001°)
5.17606831950522e+004	(1.06916791023471e+002dB,-8.48205826078845e+001°)
5.18800038928915e+004	(1.06890736794184e+002dB,-8.47796518496272e+001°)
5.19995996533470e+004	(1.06864678329058e+002dB,-8.47384371135728e+001°)
5.21194711105035e+004	(1.06838615771860e+002dB,-8.46969372959457e+001°)
5.22396188999074e+004	(1.06812549267899e+002dB,-8.46551512933216e+001°)
5.23600436585704e+004	(1.06786478964023e+002dB,-8.46130780027016e+001°)
5.24807460249726e+004	(1.06760405008637e+002dB,-8.45707163215852e+001°)
5.26017266390660e+004	(1.06734327551704e+002dB,-8.45280651480463e+001°)
5.27229861422776e+004	(1.06708246744759e+002dB,-8.44851233808088e+001°)
5.28445251775134e+004	(1.06682162740911e+002dB,-8.44418899193238e+001°)
5.29663443891611e+004	(1.06656075694857e+002dB,-8.43983636638476e+001°)
5.30884444230941e+004	(1.06629985762887e+002dB,-8.43545435155211e+001°)
5.32108259266747e+004	(1.06603893102890e+002dB,-8.43104283764492e+001°)
5.33334895487574e+004	(1.06577797874366e+002dB,-8.42660171497830e+001°)
5.34564359396924e+004	(1.06551700238432e+002dB,-8.42213087398011e+001°)
5.35796657513294e+004	(1.06525600357830e+002dB,-8.41763020519928e+001°)
5.37031796370205e+004	(1.06499498396934e+002dB,-8.41309959931429e+001°)
5.38269782516240e+004	(1.06473394521758e+002dB,-8.40853894714163e+001°)
5.39510622515080e+004	(1.06447288899965e+002dB,-8.40394813964450e+001°)
5.40754322945533e+004	(1.06421181700873e+002dB,-8.39932706794149e+001°)
5.42000890401576e+004	(1.06395073095463e+002dB,-8.39467562331545e+001°)
5.43250331492385e+004	(1.06368963256387e+002dB,-8.38999369722245e+001°)
5.44502652842373e+004	(1.06342852357976e+002dB,-8.38528118130081e+001°)
5.45757861091222e+004	(1.06316740576245e+002dB,-8.38053796738028e+001°)
5.47015962893923e+004	(1.06290628088901e+002dB,-8.37576394749134e+001°)
5.48276964920805e+004	(1.06264515075352e+002dB,-8.37095901387452e+001°)
5.49540873857576e+004	(1.06238401716715e+002dB,-8.36612305898997e+001°)
5.50807696405354e+004	(1.06212288195816e+002dB,-8.36125597552700e+001°)
5.52077439280708e+004	(1.06186174697207e+002dB,-8.35635765641382e+001°)
5.53350109215687e+004	(1.06160061407167e+002dB,-8.35142799482736e+001°)
5.54625712957861e+004	(1.06133948513706e+002dB,-8.34646688420320e+001°)
5.55904257270354e+004	(1.06107836206581e+002dB,-8.34147421824563e+001°)
5.57185748931880e+004	(1.06081724677293e+002dB,-8.33644989093778e+001°)
5.58470194736781e+004	(1.06055614119100e+002dB,-8.33139379655192e+001°)
5.59757601495060e+004	(1.06029504727020e+002dB,-8.32630582965980e+001°)
5.61047976032420e+004	(1.06003396697840e+002dB,-8.32118588514322e+001°)
5.62341325190299e+004	(1.05977290230119e+002dB,-8.31603385820456e+001°)
5.63637655825904e+004	(1.05951185524197e+002dB,-8.31084964437755e+001°)
5.64936974812252e+004	(1.05925082782201e+002dB,-8.30563313953807e+001°)
5.66239289038202e+004	(1.05898982208047e+002dB,-8.30038423991517e+001°)
5.67544605408496e+004	(1.05872884007452e+002dB,-8.29510284210203e+001°)
5.68852930843790e+004	(1.05846788387935e+002dB,-8.28978884306723e+001°)
5.70164272280696e+004	(1.05820695558825e+002dB,-8.28444214016602e+001°)
5.71478636671815e+004	(1.05794605731265e+002dB,-8.27906263115171e+001°)
5.72796030985777e+004	(1.05768519118218e+002dB,-8.27365021418719e+001°)
5.74116462207276e+004	(1.05742435934473e+002dB,-8.26820478785664e+001°)
5.75439937337105e+004	(1.05716356396649e+002dB,-8.26272625117717e+001°)
5.76766463392199e+004	(1.05690280723201e+002dB,-8.25721450361079e+001°)
5.78096047405666e+004	(1.05664209134423e+002dB,-8.25166944507637e+001°)
5.79428696426829e+004	(1.05638141852456e+002dB,-8.24609097596171e+001°)
5.80764417521259e+004	(1.05612079101289e+002dB,-8.24047899713581e+001°)
5.82103217770819e+004	(1.05586021106765e+002dB,-8.23483340996115e+001°)
5.83445104273692e+004	(1.05559968096588e+002dB,-8.22915411630617e+001°)
5.84790084144428e+004	(1.05533920300320e+002dB,-8.22344101855784e+001°)
5.86138164513975e+004	(1.05507877949393e+002dB,-8.21769401963435e+001°)
5.87489352529723e+004	(1.05481841277108e+002dB,-8.21191302299785e+001°)
5.88843655355535e+004	(1.05455810518641e+002dB,-8.20609793266742e+001°)
5.90201080171791e+004	(1.05429785911044e+002dB,-8.20024865323208e+001°)
5.91561634175420e+004	(1.05403767693251e+002dB,-8.19436508986391e+001°)
5.92925324579946e+004	(1.05377756106079e+002dB,-8.18844714833132e+001°)
5.94292158615518e+004	(1.05351751392233e+002dB,-8.18249473501241e+001°)
5.95662143528956e+004	(1.05325753796308e+002dB,-8.17650775690850e+001°)
5.97035286583782e+004	(1.05299763564791e+002dB,-8.17048612165765e+001°)
5.98411595060265e+004	(1.05273780946064e+002dB,-8.16442973754841e+001°)
5.99791076255455e+004	(1.05247806190405e+002dB,-8.15833851353364e+001°)
6.01173737483223e+004	(1.05221839549994e+002dB,-8.15221235924446e+001°)
6.02559586074303e+004	(1.05195881278910e+002dB,-8.14605118500426e+001°)
6.03948629376325e+004	(1.05169931633136e+002dB,-8.13985490184287e+001°)
6.05340874753858e+004	(1.05143990870559e+002dB,-8.13362342151083e+001°)
6.06736329588450e+004	(1.05118059250972e+002dB,-8.12735665649379e+001°)
6.08135001278662e+004	(1.05092137036073e+002dB,-8.12105452002694e+001°)
6.09536897240113e+004	(1.05066224489470e+002dB,-8.11471692610965e+001°)
6.10942024905516e+004	(1.05040321876678e+002dB,-8.10834378952018e+001°)
6.12350391724717e+004	(1.05014429465120e+002dB,-8.10193502583043e+001°)
6.13762005164738e+004	(1.04988547524130e+002dB,-8.09549055142091e+001°)
6.15176872709812e+004	(1.04962676324948e+002dB,-8.08901028349576e+001°)
6.16595001861425e+004	(1.04936816140724e+002dB,-8.08249414009782e+001°)
6.18016400138359e+004	(1.04910967246516e+002dB,-8.07594204012390e+001°)
6.19441075076724e+004	(1.04885129919289e+002dB,-8.06935390334014e+001°)
6.20869034230006e+004	(1.04859304437914e+002dB,-8.06272965039734e+001°)
6.22300285169102e+004	(1.04833491083167e+002dB,-8.05606920284661e+001°)
6.23734835482362e+004	(1.04807690137729e+002dB,-8.04937248315489e+001°)
6.25172692775628e+004	(1.04781901886180e+002dB,-8.04263941472077e+001°)
6.26613864672278e+004	(1.04756126615001e+002dB,-8.03586992189026e+001°)
6.28058358813260e+004	(1.04730364612571e+002dB,-8.02906392997270e+001°)
6.29506182857139e+004	(1.04704616169163e+002dB,-8.02222136525680e+001°)
6.30957344480135e+004	(1.04678881576944e+002dB,-8.01534215502673e+001°)
6.32411851376161e+004	(1.04653161129966e+002dB,-8.00842622757832e+001°)
6.33869711256868e+004	(1.04627455124170e+002dB,-8.00147351223535e+001°)
6.35330931851685e+004	(1.04601763857377e+002dB,-7.99448393936589e+001°)
6.36795520907857e+004	(1.04576087629288e+002dB,-7.98745744039877e+001°)
6.38263486190489e+004	(1.04550426741475e+002dB,-7.98039394784016e+001°)
6.39734835482589e+004	(1.04524781497382e+002dB,-7.97329339529012e+001°)
6.41209576585102e+004	(1.04499152202314e+002dB,-7.96615571745936e+001°)
6.42687717316960e+004	(1.04473539163437e+002dB,-7.95898085018601e+001°)
6.44169265515117e+004	(1.04447942689772e+002dB,-7.95176873045244e+001°)
6.45654229034595e+004	(1.04422363092184e+002dB,-7.94451929640227e+001°)
6.47142615748523e+004	(1.04396800683383e+002dB,-7.93723248735729e+001°)
6.48634433548178e+004	(1.04371255777914e+002dB,-7.92990824383459e+001°)
6.50129690343030e+004	(1.04345728692148e+002dB,-7.92254650756368e+001°)
6.51628394060782e+004	(1.04320219744281e+002dB,-7.91514722150374e+001°)
6.53130552647411e+004	(1.04294729254320e+002dB,-7.90771032986082e+001°)
6.54636174067214e+004	(1.04269257544080e+002dB,-7.90023577810524e+001°)
6.56145266302844e+004	(1.04243804937174e+002dB,-7.89272351298895e+001°)
6.57657837355359e+004	(1.04218371759004e+002dB,-7.88517348256300e+001°)
6.59173895244260e+004	(1.04192958336753e+002dB,-7.87758563619504e+001°)
6.60693448007534e+004	(1.04167564999378e+002dB,-7.86995992458685e+001°)
6.62216503701700e+004	(1.04142192077595e+002dB,-7.86229629979198e+001°)
6.63743070401847e+004	(1.04116839903875e+002dB,-7.85459471523337e+001°)
6.65273156201679e+004	(1.04091508812428e+002dB,-7.84685512572105e+001°)
6.66806769213559e+004	(1.04066199139200e+002dB,-7.83907748746989e+001°)
6.68343917568552e+004	(1.04040911221854e+002dB,-7.83126175811733e+001°)
6.69884609416464e+004	(1.04015645399764e+002dB,-7.82340789674120e+001°)
6.71428852925889e+004	(1.03990402014000e+002dB,-7.81551586387760e+001°)
6.72976656284254e+004	(1.03965181407319e+002dB,-7.80758562153867e+001°)
6.74528027697858e+004	(1.03939983924150e+002dB,-7.79961713323052e+001°)
6.76082975391918e+004	(1.03914809910581e+002dB,-7.79161036397115e+001°)
6.77641507610611e+004	(1.03889659714348e+002dB,-7.78356528030837e+001°)
6.79203632617121e+004	(1.03864533684820e+002dB,-7.77548185033770e+001°)
6.80769358693677e+004	(1.03839432172984e+002dB,-7.76736004372033e+001°)
6.82338694141605e+004	(1.03814355531431e+002dB,-7.75919983170113e+001°)
6.83911647281365e+004	(1.03789304114342e+002dB,-7.75100118712652e+001°)
6.85488226452597e+004	(1.03764278277473e+002dB,-7.74276408446248e+001°)
6.87068440014167e+004	(1.03739278378135e+002dB,-7.73448849981249e+001°)
6.88652296344211e+004	(1.03714304775184e+002dB,-7.72617441093547e+001°)
6.90239803840177e+004	(1.03689357829002e+002dB,-7.71782179726373e+001°)
6.91830970918871e+004	(1.03664437901476e+002dB,-7.70943063992085e+001°)
6.93425806016503e+004	(1.03639545355987e+002dB,-7.70100092173961e+001°)
6.95024317588731e+004	(1.03614680557389e+002dB,-7.69253262727984e+001°)
6.96626514110703e+004	(1.03589843871989e+002dB,-7.68402574284626e+001°)
