Freq.	-V(n002)/I(R3)
5.17606831950548e+003	(1.28586608438219e+002dB,-7.56362423518659e+001°)
5.18800038928941e+003	(1.28567812793364e+002dB,-7.56705325992447e+001°)
5.19995996533496e+003	(1.28549010831139e+002dB,-7.57047599642317e+001°)
5.21194711105060e+003	(1.28530202571646e+002dB,-7.57389245381705e+001°)
5.22396188999100e+003	(1.28511388034903e+002dB,-7.57730264125617e+001°)
5.23600436585730e+003	(1.28492567240836e+002dB,-7.58070656790595e+001°)
5.24807460249752e+003	(1.28473740209288e+002dB,-7.58410424294735e+001°)
5.26017266390686e+003	(1.28454906960009e+002dB,-7.58749567557620e+001°)
5.27229861422802e+003	(1.28436067512665e+002dB,-7.59088087500334e+001°)
5.28445251775160e+003	(1.28417221886832e+002dB,-7.59425985045386e+001°)
5.29663443891637e+003	(1.28398370101999e+002dB,-7.59763261116752e+001°)
5.30884444230968e+003	(1.28379512177569e+002dB,-7.60099916639799e+001°)
5.32108259266774e+003	(1.28360648132855e+002dB,-7.60435952541277e+001°)
5.33334895487600e+003	(1.28341777987084e+002dB,-7.60771369749309e+001°)
5.34564359396951e+003	(1.28322901759394e+002dB,-7.61106169193349e+001°)
5.35796657513321e+003	(1.28304019468840e+002dB,-7.61440351804168e+001°)
5.37031796370232e+003	(1.28285131134384e+002dB,-7.61773918513833e+001°)
5.38269782516267e+003	(1.28266236774906e+002dB,-7.62106870255678e+001°)
5.39510622515107e+003	(1.28247336409196e+002dB,-7.62439207964269e+001°)
5.40754322945560e+003	(1.28228430055958e+002dB,-7.62770932575425e+001°)
5.42000890401603e+003	(1.28209517733808e+002dB,-7.63102045026140e+001°)
5.43250331492412e+003	(1.28190599461278e+002dB,-7.63432546254599e+001°)
5.44502652842400e+003	(1.28171675256811e+002dB,-7.63762437200127e+001°)
5.45757861091249e+003	(1.28152745138763e+002dB,-7.64091718803201e+001°)
5.47015962893950e+003	(1.28133809125406e+002dB,-7.64420392005396e+001°)
5.48276964920832e+003	(1.28114867234923e+002dB,-7.64748457749377e+001°)
5.49540873857603e+003	(1.28095919485413e+002dB,-7.65075916978876e+001°)
5.50807696405382e+003	(1.28076965894886e+002dB,-7.65402770638672e+001°)
5.52077439280736e+003	(1.28058006481268e+002dB,-7.65729019674554e+001°)
5.53350109215715e+003	(1.28039041262398e+002dB,-7.66054665033325e+001°)
5.54625712957889e+003	(1.28020070256030e+002dB,-7.66379707662753e+001°)
5.55904257270381e+003	(1.28001093479831e+002dB,-7.66704148511574e+001°)
5.57185748931908e+003	(1.27982110951383e+002dB,-7.67027988529456e+001°)
5.58470194736808e+003	(1.27963122688180e+002dB,-7.67351228666969e+001°)
5.59757601495088e+003	(1.27944128707635e+002dB,-7.67673869875588e+001°)
5.61047976032448e+003	(1.27925129027070e+002dB,-7.67995913107658e+001°)
5.62341325190327e+003	(1.27906123663726e+002dB,-7.68317359316366e+001°)
5.63637655825932e+003	(1.27887112634756e+002dB,-7.68638209455725e+001°)
5.64936974812280e+003	(1.27868095957229e+002dB,-7.68958464480572e+001°)
5.66239289038231e+003	(1.27849073648128e+002dB,-7.69278125346510e+001°)
5.67544605408524e+003	(1.27830045724352e+002dB,-7.69597193009919e+001°)
5.68852930843819e+003	(1.27811012202713e+002dB,-7.69915668427927e+001°)
5.70164272280725e+003	(1.27791973099941e+002dB,-7.70233552558375e+001°)
5.71478636671844e+003	(1.27772928432680e+002dB,-7.70550846359814e+001°)
5.72796030985806e+003	(1.27753878217487e+002dB,-7.70867550791479e+001°)
5.74116462207304e+003	(1.27734822470837e+002dB,-7.71183666813263e+001°)
5.75439937337134e+003	(1.27715761209121e+002dB,-7.71499195385710e+001°)
5.76766463392227e+003	(1.27696694448643e+002dB,-7.71814137469982e+001°)
5.78096047405695e+003	(1.27677622205625e+002dB,-7.72128494027845e+001°)
5.79428696426858e+003	(1.27658544496203e+002dB,-7.72442266021640e+001°)
5.80764417521288e+003	(1.27639461336430e+002dB,-7.72755454414281e+001°)
5.82103217770848e+003	(1.27620372742275e+002dB,-7.73068060169218e+001°)
5.83445104273721e+003	(1.27601278729622e+002dB,-7.73380084250427e+001°)
5.84790084144457e+003	(1.27582179314272e+002dB,-7.73691527622387e+001°)
5.86138164514005e+003	(1.27563074511943e+002dB,-7.74002391250062e+001°)
5.87489352529753e+003	(1.27543964338267e+002dB,-7.74312676098881e+001°)
5.88843655355565e+003	(1.27524848808794e+002dB,-7.74622383134716e+001°)
5.90201080171820e+003	(1.27505727938992e+002dB,-7.74931513323860e+001°)
5.91561634175450e+003	(1.27486601744242e+002dB,-7.75240067633027e+001°)
5.92925324579975e+003	(1.27467470239844e+002dB,-7.75548047029311e+001°)
5.94292158615548e+003	(1.27448333441016e+002dB,-7.75855452480173e+001°)
5.95662143528986e+003	(1.27429191362890e+002dB,-7.76162284953421e+001°)
5.97035286583812e+003	(1.27410044020517e+002dB,-7.76468545417204e+001°)
5.98411595060295e+003	(1.27390891428864e+002dB,-7.76774234839981e+001°)
5.99791076255485e+003	(1.27371733602817e+002dB,-7.77079354190495e+001°)
6.01173737483253e+003	(1.27352570557178e+002dB,-7.77383904437774e+001°)
6.02559586074333e+003	(1.27333402306665e+002dB,-7.77687886551104e+001°)
6.03948629376355e+003	(1.27314228865916e+002dB,-7.77991301499995e+001°)
6.05340874753888e+003	(1.27295050249486e+002dB,-7.78294150254204e+001°)
6.06736329588480e+003	(1.27275866471847e+002dB,-7.78596433783663e+001°)
6.08135001278692e+003	(1.27256677547390e+002dB,-7.78898153058497e+001°)
6.09536897240143e+003	(1.27237483490421e+002dB,-7.79199309048998e+001°)
6.10942024905546e+003	(1.27218284315167e+002dB,-7.79499902725613e+001°)
6.12350391724748e+003	(1.27199080035773e+002dB,-7.79799935058903e+001°)
6.13762005164768e+003	(1.27179870666300e+002dB,-7.80099407019557e+001°)
6.15176872709842e+003	(1.27160656220730e+002dB,-7.80398319578348e+001°)
6.16595001861456e+003	(1.27141436712961e+002dB,-7.80696673706125e+001°)
6.18016400138390e+003	(1.27122212156810e+002dB,-7.80994470373804e+001°)
6.19441075076755e+003	(1.27102982566014e+002dB,-7.81291710552333e+001°)
6.20869034230037e+003	(1.27083747954228e+002dB,-7.81588395212693e+001°)
6.22300285169133e+003	(1.27064508335025e+002dB,-7.81884525325873e+001°)
6.23734835482393e+003	(1.27045263721897e+002dB,-7.82180101862838e+001°)
6.25172692775659e+003	(1.27026014128256e+002dB,-7.82475125794536e+001°)
6.26613864672309e+003	(1.27006759567433e+002dB,-7.82769598091873e+001°)
6.28058358813291e+003	(1.26987500052676e+002dB,-7.83063519725685e+001°)
6.29506182857171e+003	(1.26968235597155e+002dB,-7.83356891666734e+001°)
6.30957344480166e+003	(1.26948966213959e+002dB,-7.83649714885687e+001°)
6.32411851376192e+003	(1.26929691916094e+002dB,-7.83941990353093e+001°)
6.33869711256900e+003	(1.26910412716489e+002dB,-7.84233719039380e+001°)
6.35330931851716e+003	(1.26891128627990e+002dB,-7.84524901914819e+001°)
6.36795520907888e+003	(1.26871839663363e+002dB,-7.84815539949531e+001°)
6.38263486190521e+003	(1.26852545835297e+002dB,-7.85105634113459e+001°)
6.39734835482620e+003	(1.26833247156396e+002dB,-7.85395185376335e+001°)
6.41209576585134e+003	(1.26813943639188e+002dB,-7.85684194707690e+001°)
6.42687717316992e+003	(1.26794635296120e+002dB,-7.85972663076831e+001°)
6.44169265515149e+003	(1.26775322139557e+002dB,-7.86260591452809e+001°)
6.45654229034627e+003	(1.26756004181789e+002dB,-7.86547980804426e+001°)
6.47142615748555e+003	(1.26736681435022e+002dB,-7.86834832100203e+001°)
6.48634433548210e+003	(1.26717353911385e+002dB,-7.87121146308363e+001°)
6.50129690343062e+003	(1.26698021622926e+002dB,-7.87406924396832e+001°)
6.51628394060814e+003	(1.26678684581616e+002dB,-7.87692167333201e+001°)
6.53130552647444e+003	(1.26659342799345e+002dB,-7.87976876084724e+001°)
6.54636174067246e+003	(1.26639996287924e+002dB,-7.88261051618304e+001°)
6.56145266302877e+003	(1.26620645059085e+002dB,-7.88544694900469e+001°)
6.57657837355392e+003	(1.26601289124482e+002dB,-7.88827806897353e+001°)
6.59173895244292e+003	(1.26581928495691e+002dB,-7.89110388574698e+001°)
6.60693448007567e+003	(1.26562563184206e+002dB,-7.89392440897828e+001°)
6.62216503701733e+003	(1.26543193201445e+002dB,-7.89673964831615e+001°)
6.63743070401879e+003	(1.26523818558747e+002dB,-7.89954961340508e+001°)
6.65273156201712e+003	(1.26504439267372e+002dB,-7.90235431388469e+001°)
6.66806769213592e+003	(1.26485055338503e+002dB,-7.90515375939001e+001°)
6.68343917568585e+003	(1.26465666783243e+002dB,-7.90794795955087e+001°)
6.69884609416497e+003	(1.26446273612619e+002dB,-7.91073692399225e+001°)
6.71428852925922e+003	(1.26426875837577e+002dB,-7.91352066233368e+001°)
6.72976656284288e+003	(1.26407473468987e+002dB,-7.91629918418945e+001°)
6.74528027697892e+003	(1.26388066517642e+002dB,-7.91907249916823e+001°)
6.76082975391951e+003	(1.26368654994255e+002dB,-7.92184061687295e+001°)
6.77641507610645e+003	(1.26349238909462e+002dB,-7.92460354690073e+001°)
6.79203632617154e+003	(1.26329818273823e+002dB,-7.92736129884270e+001°)
6.80769358693711e+003	(1.26310393097819e+002dB,-7.93011388228391e+001°)
6.82338694141639e+003	(1.26290963391853e+002dB,-7.93286130680292e+001°)
6.83911647281398e+003	(1.26271529166253e+002dB,-7.93560358197210e+001°)
6.85488226452631e+003	(1.26252090431267e+002dB,-7.93834071735709e+001°)
6.87068440014201e+003	(1.26232647197067e+002dB,-7.94107272251686e+001°)
6.88652296344245e+003	(1.26213199473749e+002dB,-7.94379960700343e+001°)
6.90239803840211e+003	(1.26193747271331e+002dB,-7.94652138036192e+001°)
6.91830970918905e+003	(1.26174290599754e+002dB,-7.94923805213026e+001°)
6.93425806016538e+003	(1.26154829468882e+002dB,-7.95194963183901e+001°)
6.95024317588765e+003	(1.26135363888504e+002dB,-7.95465612901137e+001°)
6.96626514110737e+003	(1.26115893868330e+002dB,-7.95735755316295e+001°)
6.98232404077140e+003	(1.26096419417995e+002dB,-7.96005391380157e+001°)
6.99841996002242e+003	(1.26076940547057e+002dB,-7.96274522042723e+001°)
7.01455298419939e+003	(1.26057457264999e+002dB,-7.96543148253190e+001°)
7.03072319883801e+003	(1.26037969581225e+002dB,-7.96811270959948e+001°)
7.04693068967115e+003	(1.26018477505065e+002dB,-7.97078891110546e+001°)
7.06317554262930e+003	(1.25998981045772e+002dB,-7.97346009651701e+001°)
7.07945784384105e+003	(1.25979480212523e+002dB,-7.97612627529272e+001°)
7.09577767963356e+003	(1.25959975014421e+002dB,-7.97878745688244e+001°)
7.11213513653296e+003	(1.25940465460490e+002dB,-7.98144365072712e+001°)
7.12853030126487e+003	(1.25920951559680e+002dB,-7.98409486625897e+001°)
7.14496326075480e+003	(1.25901433320865e+002dB,-7.98674111290083e+001°)
7.16143410212869e+003	(1.25881910752843e+002dB,-7.98938240006645e+001°)
7.17794291271329e+003	(1.25862383864338e+002dB,-7.99201873716010e+001°)
7.19448978003666e+003	(1.25842852663997e+002dB,-7.99465013357661e+001°)
7.21107479182866e+003	(1.25823317160393e+002dB,-7.99727659870114e+001°)
7.22769803602137e+003	(1.25803777362021e+002dB,-7.99989814190900e+001°)
7.24435960074957e+003	(1.25784233277303e+002dB,-8.00251477256570e+001°)
7.26105957435121e+003	(1.25764684914587e+002dB,-8.00512650002656e+001°)
7.27779804536790e+003	(1.25745132282144e+002dB,-8.00773333363681e+001°)
7.29457510254535e+003	(1.25725575388170e+002dB,-8.01033528273132e+001°)
7.31139083483383e+003	(1.25706014240787e+002dB,-8.01293235663453e+001°)
7.32824533138870e+003	(1.25686448848042e+002dB,-8.01552456466027e+001°)
7.34513868157081e+003	(1.25666879217907e+002dB,-8.01811191611165e+001°)
7.36207097494702e+003	(1.25647305358280e+002dB,-8.02069442028096e+001°)
7.37904230129067e+003	(1.25627727276983e+002dB,-8.02327208644949e+001°)
7.39605275058203e+003	(1.25608144981766e+002dB,-8.02584492388749e+001°)
7.41310241300883e+003	(1.25588558480302e+002dB,-8.02841294185386e+001°)
7.43019137896667e+003	(1.25568967780191e+002dB,-8.03097614959617e+001°)
7.44731973905954e+003	(1.25549372888958e+002dB,-8.03353455635053e+001°)
7.46448758410032e+003	(1.25529773814055e+002dB,-8.03608817134146e+001°)
7.48169500511119e+003	(1.25510170562859e+002dB,-8.03863700378159e+001°)
7.49894209332421e+003	(1.25490563142673e+002dB,-8.04118106287182e+001°)
7.51622894018170e+003	(1.25470951560726e+002dB,-8.04372035780092e+001°)
7.53355563733682e+003	(1.25451335824173e+002dB,-8.04625489774561e+001°)
7.55092227665398e+003	(1.25431715940097e+002dB,-8.04878469187022e+001°)
7.56832895020939e+003	(1.25412091915503e+002dB,-8.05130974932687e+001°)
7.58577575029148e+003	(1.25392463757327e+002dB,-8.05383007925502e+001°)
7.60326276940146e+003	(1.25372831472429e+002dB,-8.05634569078149e+001°)
7.62079010025376e+003	(1.25353195067596e+002dB,-8.05885659302039e+001°)
7.63835783577655e+003	(1.25333554549541e+002dB,-8.06136279507293e+001°)
7.65596606911220e+003	(1.25313909924903e+002dB,-8.06386430602722e+001°)
7.67361489361783e+003	(1.25294261200250e+002dB,-8.06636113495834e+001°)
7.69130440286573e+003	(1.25274608382075e+002dB,-8.06885329092796e+001°)
7.70903469064394e+003	(1.25254951476798e+002dB,-8.07134078298444e+001°)
7.72680585095666e+003	(1.25235290490765e+002dB,-8.07382362016267e+001°)
7.74461797802482e+003	(1.25215625430251e+002dB,-8.07630181148369e+001°)
7.76247116628655e+003	(1.25195956301457e+002dB,-8.07877536595498e+001°)
7.78036551039767e+003	(1.25176283110510e+002dB,-8.08124429257004e+001°)
7.79830110523222e+003	(1.25156605863466e+002dB,-8.08370860030829e+001°)
7.81627804588292e+003	(1.25136924566306e+002dB,-8.08616829813516e+001°)
7.83429642766174e+003	(1.25117239224941e+002dB,-8.08862339500169e+001°)
7.85235634610034e+003	(1.25097549845206e+002dB,-8.09107389984448e+001°)
7.87045789695061e+003	(1.25077856432867e+002dB,-8.09351982158582e+001°)
7.88860117618517e+003	(1.25058158993614e+002dB,-8.09596116913324e+001°)
7.90678627999787e+003	(1.25038457533067e+002dB,-8.09839795137948e+001°)
7.92501330480434e+003	(1.25018752056772e+002dB,-8.10083017720245e+001°)
7.94328234724243e+003	(1.24999042570204e+002dB,-8.10325785546511e+001°)
7.96159350417280e+003	(1.24979329078764e+002dB,-8.10568099501518e+001°)
7.97994687267938e+003	(1.24959611587781e+002dB,-8.10809960468525e+001°)
7.99834255006990e+003	(1.24939890102514e+002dB,-8.11051369329248e+001°)
8.01678063387640e+003	(1.24920164628148e+002dB,-8.11292326963859e+001°)
8.03526122185579e+003	(1.24900435169795e+002dB,-8.11532834250959e+001°)
8.05378441199028e+003	(1.24880701732496e+002dB,-8.11772892067593e+001°)
8.07235030248799e+003	(1.24860964321221e+002dB,-8.12012501289210e+001°)
8.09095899178343e+003	(1.24841222940867e+002dB,-8.12251662789661e+001°)
8.10961057853802e+003	(1.24821477596259e+002dB,-8.12490377441192e+001°)
8.12830516164060e+003	(1.24801728292151e+002dB,-8.12728646114425e+001°)
8.14704284020800e+003	(1.24781975033223e+002dB,-8.12966469678357e+001°)
8.16582371358553e+003	(1.24762217824086e+002dB,-8.13203849000329e+001°)
8.18464788134750e+003	(1.24742456669279e+002dB,-8.13440784946028e+001°)
8.20351544329778e+003	(1.24722691573267e+002dB,-8.13677278379479e+001°)
8.22242649947031e+003	(1.24702922540446e+002dB,-8.13913330163018e+001°)
8.24138115012962e+003	(1.24683149575138e+002dB,-8.14148941157294e+001°)
8.26037949577139e+003	(1.24663372681597e+002dB,-8.14384112221241e+001°)
8.27942163712294e+003	(1.24643591864003e+002dB,-8.14618844212086e+001°)
8.29850767514382e+003	(1.24623807126465e+002dB,-8.14853137985323e+001°)
8.31763771102631e+003	(1.24604018473021e+002dB,-8.15086994394709e+001°)
8.33681184619594e+003	(1.24584225907637e+002dB,-8.15320414292241e+001°)
8.35603018231207e+003	(1.24564429434209e+002dB,-8.15553398528157e+001°)
8.37529282126842e+003	(1.24544629056560e+002dB,-8.15785947950920e+001°)
8.39459986519356e+003	(1.24524824778445e+002dB,-8.16018063407191e+001°)
8.41395141645154e+003	(1.24505016603544e+002dB,-8.16249745741850e+001°)
8.43334757764234e+003	(1.24485204535469e+002dB,-8.16480995797951e+001°)
8.45278845160249e+003	(1.24465388577760e+002dB,-8.16711814416726e+001°)
8.47227414140555e+003	(1.24445568733884e+002dB,-8.16942202437577e+001°)
8.49180475036272e+003	(1.24425745007241e+002dB,-8.17172160698047e+001°)
8.51138038202335e+003	(1.24405917401157e+002dB,-8.17401690033830e+001°)
8.53100114017548e+003	(1.24386085918889e+002dB,-8.17630791278741e+001°)
8.55066712884641e+003	(1.24366250563621e+002dB,-8.17859465264708e+001°)
8.57037845230328e+003	(1.24346411338468e+002dB,-8.18087712821774e+001°)
8.59013521505353e+003	(1.24326568246474e+002dB,-8.18315534778062e+001°)
8.60993752184558e+003	(1.24306721290612e+002dB,-8.18542931959790e+001°)
8.62978547766928e+003	(1.24286870473785e+002dB,-8.18769905191229e+001°)
8.64967918775651e+003	(1.24267015798824e+002dB,-8.18996455294714e+001°)
8.66961875758174e+003	(1.24247157268491e+002dB,-8.19222583090622e+001°)
8.68960429286259e+003	(1.24227294885476e+002dB,-8.19448289397366e+001°)
8.70963589956038e+003	(1.24207428652400e+002dB,-8.19673575031376e+001°)
8.72971368388068e+003	(1.24187558571812e+002dB,-8.19898440807096e+001°)
8.74983775227393e+003	(1.24167684646192e+002dB,-8.20122887536955e+001°)
8.77000821143591e+003	(1.24147806877947e+002dB,-8.20346916031381e+001°)
8.79022516830841e+003	(1.24127925269418e+002dB,-8.20570527098764e+001°)
8.81048873007970e+003	(1.24108039822871e+002dB,-8.20793721545458e+001°)
8.83079900418519e+003	(1.24088150540504e+002dB,-8.21016500175770e+001°)
8.85115609830791e+003	(1.24068257424446e+002dB,-8.21238863791940e+001°)
8.87156012037917e+003	(1.24048360476752e+002dB,-8.21460813194129e+001°)
8.89201117857904e+003	(1.24028459699411e+002dB,-8.21682349180415e+001°)
8.91250938133701e+003	(1.24008555094338e+002dB,-8.21903472546781e+001°)
8.93305483733251e+003	(1.23988646663381e+002dB,-8.22124184087086e+001°)
8.95364765549549e+003	(1.23968734408315e+002dB,-8.22344484593080e+001°)
8.97428794500703e+003	(1.23948818330847e+002dB,-8.22564374854367e+001°)
8.99497581529990e+003	(1.23928898432614e+002dB,-8.22783855658409e+001°)
9.01571137605912e+003	(1.23908974715180e+002dB,-8.23002927790500e+001°)
9.03649473722256e+003	(1.23889047180043e+002dB,-8.23221592033775e+001°)
9.05732600898155e+003	(1.23869115828629e+002dB,-8.23439849169172e+001°)
9.07820530178140e+003	(1.23849180662292e+002dB,-8.23657699975446e+001°)
9.09913272632206e+003	(1.23829241682320e+002dB,-8.23875145229133e+001°)
9.12010839355864e+003	(1.23809298889928e+002dB,-8.24092185704549e+001°)
9.14113241470204e+003	(1.23789352286263e+002dB,-8.24308822173782e+001°)
9.16220490121953e+003	(1.23769401872400e+002dB,-8.24525055406675e+001°)
9.18332596483535e+003	(1.23749447649346e+002dB,-8.24740886170810e+001°)
9.20449571753125e+003	(1.23729489618038e+002dB,-8.24956315231499e+001°)
9.22571427154717e+003	(1.23709527779341e+002dB,-8.25171343351779e+001°)
9.24698173938176e+003	(1.23689562134053e+002dB,-8.25385971292387e+001°)
9.26829823379302e+003	(1.23669592682900e+002dB,-8.25600199811753e+001°)
9.28966386779889e+003	(1.23649619426541e+002dB,-8.25814029665989e+001°)
9.31107875467783e+003	(1.23629642365560e+002dB,-8.26027461608876e+001°)
9.33254300796944e+003	(1.23609661500477e+002dB,-8.26240496391858e+001°)
9.35405674147504e+003	(1.23589676831740e+002dB,-8.26453134764009e+001°)
9.37562006925833e+003	(1.23569688359725e+002dB,-8.26665377472047e+001°)
9.39723310564590e+003	(1.23549696084741e+002dB,-8.26877225260302e+001°)
9.41889596522793e+003	(1.23529700007027e+002dB,-8.27088678870714e+001°)
9.44060876285875e+003	(1.23509700126752e+002dB,-8.27299739042813e+001°)
9.46237161365745e+003	(1.23489696444014e+002dB,-8.27510406513718e+001°)
9.48418463300849e+003	(1.23469688958844e+002dB,-8.27720682018105e+001°)
9.50604793656233e+003	(1.23449677671200e+002dB,-8.27930566288216e+001°)
9.52796164023603e+003	(1.23429662580973e+002dB,-8.28140060053831e+001°)
9.54992586021387e+003	(1.23409643687984e+002dB,-8.28349164042266e+001°)
9.57194071294795e+003	(1.23389620991982e+002dB,-8.28557878978346e+001°)
9.59400631515884e+003	(1.23369594492650e+002dB,-8.28766205584415e+001°)
9.61612278383615e+003	(1.23349564189598e+002dB,-8.28974144580291e+001°)
9.63829023623921e+003	(1.23329530082368e+002dB,-8.29181696683287e+001°)
9.66050878989764e+003	(1.23309492170434e+002dB,-8.29388862608182e+001°)
9.68277856261199e+003	(1.23289450453196e+002dB,-8.29595643067200e+001°)
9.70509967245440e+003	(1.23269404929989e+002dB,-8.29802038770010e+001°)
9.72747223776915e+003	(1.23249355600076e+002dB,-8.30008050423711e+001°)
9.74989637717337e+003	(1.23229302462650e+002dB,-8.30213678732812e+001°)
9.77237220955760e+003	(1.23209245516836e+002dB,-8.30418924399232e+001°)
9.79489985408648e+003	(1.23189184761687e+002dB,-8.30623788122272e+001°)
9.81747943019934e+003	(1.23169120196190e+002dB,-8.30828270598606e+001°)
9.84011105761083e+003	(1.23149051819260e+002dB,-8.31032372522285e+001°)
9.86279485631159e+003	(1.23128979629742e+002dB,-8.31236094584696e+001°)
9.88553094656888e+003	(1.23108903626412e+002dB,-8.31439437474561e+001°)
9.90831944892716e+003	(1.23088823807977e+002dB,-8.31642401877936e+001°)
9.93116048420882e+003	(1.23068740173075e+002dB,-8.31844988478179e+001°)
9.95405417351475e+003	(1.23048652720272e+002dB,-8.32047197955940e+001°)
9.97700063822501e+003	(1.23028561448066e+002dB,-8.32249030989166e+001°)
9.99999999999948e+003	(1.23008466354885e+002dB,-8.32450488253058e+001°)
1.00230523807785e+004	(1.22988367439088e+002dB,-8.32651570420083e+001°)
1.00461579027834e+004	(1.22968264698965e+002dB,-8.32852278159946e+001°)
1.00693166885175e+004	(1.22948158132733e+002dB,-8.33052612139580e+001°)
1.00925288607663e+004	(1.22928047738544e+002dB,-8.33252573023131e+001°)
1.01157945425985e+004	(1.22907933514476e+002dB,-8.33452161471955e+001°)
1.01391138573663e+004	(1.22887815458541e+002dB,-8.33651378144590e+001°)
1.01624869287064e+004	(1.22867693568679e+002dB,-8.33850223696747e+001°)
1.01859138805406e+004	(1.22847567842762e+002dB,-8.34048698781297e+001°)
1.02093948370763e+004	(1.22827438278590e+002dB,-8.34246804048259e+001°)
1.02329299228070e+004	(1.22807304873896e+002dB,-8.34444540144782e+001°)
1.02565192625135e+004	(1.22787167626342e+002dB,-8.34641907715139e+001°)
1.02801629812642e+004	(1.22767026533520e+002dB,-8.34838907400696e+001°)
1.03038612044156e+004	(1.22746881592953e+002dB,-8.35035539839923e+001°)
1.03276140576134e+004	(1.22726732802094e+002dB,-8.35231805668354e+001°)
1.03514216667929e+004	(1.22706580158327e+002dB,-8.35427705518590e+001°)
1.03752841581796e+004	(1.22686423658964e+002dB,-8.35623240020280e+001°)
1.03992016582900e+004	(1.22666263301250e+002dB,-8.35818409800107e+001°)
1.04231742939325e+004	(1.22646099082359e+002dB,-8.36013215481769e+001°)
1.04472021922074e+004	(1.22625930999395e+002dB,-8.36207657685966e+001°)
1.04712854805084e+004	(1.22605759049392e+002dB,-8.36401737030401e+001°)
1.04954242865227e+004	(1.22585583229316e+002dB,-8.36595454129734e+001°)
1.05196187382317e+004	(1.22565403536061e+002dB,-8.36788809595605e+001°)
1.05438689639120e+004	(1.22545219966453e+002dB,-8.36981804036583e+001°)
1.05681750921360e+004	(1.22525032517246e+002dB,-8.37174438058180e+001°)
1.05925372517723e+004	(1.22504841185125e+002dB,-8.37366712262821e+001°)
1.06169555719867e+004	(1.22484645966707e+002dB,-8.37558627249826e+001°)
1.06414301822426e+004	(1.22464446858537e+002dB,-8.37750183615417e+001°)
1.06659612123020e+004	(1.22444243857089e+002dB,-8.37941381952670e+001°)
1.06905487922260e+004	(1.22424036958772e+002dB,-8.38132222851532e+001°)
1.07151930523755e+004	(1.22403826159918e+002dB,-8.38322706898783e+001°)
1.07398941234119e+004	(1.22383611456796e+002dB,-8.38512834678040e+001°)
1.07646521362978e+004	(1.22363392845599e+002dB,-8.38702606769717e+001°)
1.07894672222977e+004	(1.22343170322455e+002dB,-8.38892023751031e+001°)
1.08143395129788e+004	(1.22322943883418e+002dB,-8.39081086195986e+001°)
1.08392691402115e+004	(1.22302713524475e+002dB,-8.39269794675343e+001°)
1.08642562361701e+004	(1.22282479241540e+002dB,-8.39458149756613e+001°)
1.08893009333337e+004	(1.22262241030460e+002dB,-8.39646152004045e+001°)
1.09144033644870e+004	(1.22241998887009e+002dB,-8.39833801978606e+001°)
1.09395636627203e+004	(1.22221752806892e+002dB,-8.40021100237961e+001°)
1.09647819614313e+004	(1.22201502785745e+002dB,-8.40208047336468e+001°)
1.09900583943246e+004	(1.22181248819132e+002dB,-8.40394643825153e+001°)
1.10153930954136e+004	(1.22160990902548e+002dB,-8.40580890251699e+001°)
1.10407861990201e+004	(1.22140729031417e+002dB,-8.40766787160428e+001°)
1.10662378397761e+004	(1.22120463201093e+002dB,-8.40952335092279e+001°)
1.10917481526234e+004	(1.22100193406859e+002dB,-8.41137534584810e+001°)
1.11173172728153e+004	(1.22079919643929e+002dB,-8.41322386172159e+001°)
1.11429453359167e+004	(1.22059641907445e+002dB,-8.41506890385042e+001°)
1.11686324778050e+004	(1.22039360192481e+002dB,-8.41691047750738e+001°)
1.11943788346709e+004	(1.22019074494038e+002dB,-8.41874858793059e+001°)
1.12201845430190e+004	(1.21998784807048e+002dB,-8.42058324032346e+001°)
1.12460497396687e+004	(1.21978491126372e+002dB,-8.42241443985450e+001°)
1.12719745617545e+004	(1.21958193446801e+002dB,-8.42424219165711e+001°)
1.12979591467274e+004	(1.21937891763055e+002dB,-8.42606650082944e+001°)
1.13240036323550e+004	(1.21917586069784e+002dB,-8.42788737243425e+001°)
1.13501081567225e+004	(1.21897276361566e+002dB,-8.42970481149871e+001°)
1.13762728582337e+004	(1.21876962632910e+002dB,-8.43151882301416e+001°)
1.14024978756111e+004	(1.21856644878253e+002dB,-8.43332941193607e+001°)
1.14287833478971e+004	(1.21836323091962e+002dB,-8.43513658318383e+001°)
1.14551294144547e+004	(1.21815997268334e+002dB,-8.43694034164051e+001°)
1.14815362149682e+004	(1.21795667401594e+002dB,-8.43874069215267e+001°)
1.15080038894437e+004	(1.21775333485897e+002dB,-8.44053763953042e+001°)
1.15345325782103e+004	(1.21754995515327e+002dB,-8.44233118854689e+001°)
1.15611224219203e+004	(1.21734653483895e+002dB,-8.44412134393833e+001°)
1.15877735615506e+004	(1.21714307385546e+002dB,-8.44590811040382e+001°)
1.16144861384028e+004	(1.21693957214150e+002dB,-8.44769149260509e+001°)
1.16412602941043e+004	(1.21673602963506e+002dB,-8.44947149516634e+001°)
1.16680961706090e+004	(1.21653244627345e+002dB,-8.45124812267417e+001°)
1.16949939101981e+004	(1.21632882199324e+002dB,-8.45302137967719e+001°)
1.17219536554807e+004	(1.21612515673030e+002dB,-8.45479127068604e+001°)
1.17489755493946e+004	(1.21592145041980e+002dB,-8.45655780017305e+001°)
1.17760597352074e+004	(1.21571770299618e+002dB,-8.45832097257220e+001°)
